               datetime,    accX,    accY,    accZ
2019/09/12 14:01:55.275, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.276, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.277, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.279, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.280, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.281, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.283, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.284, -0.0849, -0.7496, -0.8521
2019/09/12 14:01:55.286, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.287, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.288, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.290, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.291, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.292, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.294, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.295, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.296, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.297, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.298, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.299, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.300, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.301, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.303, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.304, -0.9948, -0.4920,  0.5528
2019/09/12 14:01:55.305, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.306, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.307, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.309, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.310, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.311, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.312, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.313, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.314, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.316, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.317, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.318, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.319, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.320, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.321, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.323, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.324, -0.9795, -0.4119,  0.9151
2019/09/12 14:01:55.326, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.327, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.328, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.330, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.332, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.333, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.335, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.337, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.339, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.341, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.343, -0.6503, -0.2916,  0.5726
2019/09/12 14:01:55.344, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.345, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.346, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.347, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.349, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.351, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.351, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.353, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.354, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.355, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.356, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.357, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.358, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.359, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.360, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.361, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.362, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.363, -0.2437, -0.1504,  0.0904
2019/09/12 14:01:55.364,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.366,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.367,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.368,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.370,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.371,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.372,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.373,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.374,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.375,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.376,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.377,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.379,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.380,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.381,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.382,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.383,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.385,  0.0492,  0.1938, -0.4391
2019/09/12 14:01:55.387, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.388, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.390, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.390, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.392, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.393, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.394, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.395, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.396, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.397, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.398, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.400, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.401, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.402, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.403, -0.1526, -0.0185, -0.0571
2019/09/12 14:01:55.404, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.406, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.408, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.409, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.411, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.412, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.413, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.414, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.416, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.417, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.418, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.419, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.420, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.421, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.422, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.423, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.424, -0.0536,  0.5840,  0.0482
2019/09/12 14:01:55.426, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.427, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.429, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.431, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.432, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.433, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.434, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.435, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.436, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.437, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.438, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.439, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.441, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.442, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.443, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.444, -0.4754,  0.0067, -0.0884
2019/09/12 14:01:55.445, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.447, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.448, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.450, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.452, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.453, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.454, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.455, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.457, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.458, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.460, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.462, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.464, -0.0214,  0.3309, -0.3294
2019/09/12 14:01:55.465,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.466,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.467,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.469,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.471,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.472,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.474,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.475,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.477,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.478,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.479,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.480,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.481,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.483,  0.3947, -0.2592, -0.4395
2019/09/12 14:01:55.486,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.489,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.490,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.492,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.494,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.495,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.496,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.498,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.500,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.501,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.503,  0.2416, -0.1379, -0.0629
2019/09/12 14:01:55.505,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.506,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.508,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.512,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.514,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.516,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.518,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.520,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.521,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.523,  0.4822,  0.9311,  0.1434
2019/09/12 14:01:55.525,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.527,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.528,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.530,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.535,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.537,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.539,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.542,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.545,  0.5584,  1.0154, -0.0115
2019/09/12 14:01:55.549,  0.8525,  0.5467,  0.2231
2019/09/12 14:01:55.552,  0.8525,  0.5467,  0.2231
2019/09/12 14:01:55.560,  0.8525,  0.5467,  0.2231
2019/09/12 14:01:55.561,  0.8525,  0.5467,  0.2231
2019/09/12 14:01:55.564,  0.8525,  0.5467,  0.2231
2019/09/12 14:01:55.567,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.570,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.572,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.574,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.575,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.576,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.579,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.583,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.585,  0.3101, -0.4766, -0.6003
2019/09/12 14:01:55.587,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.590,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.591,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.592,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.594,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.596,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.598,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.600,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.601,  0.8115,  0.2799, -1.0930
2019/09/12 14:01:55.605,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.607,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.609,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.612,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.614,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.616,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.617,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.619,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.621,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.623,  1.1601,  0.5692,  0.2281
2019/09/12 14:01:55.625,  0.5291,  0.6808,  1.3559
2019/09/12 14:01:55.626,  0.5291,  0.6808,  1.3559
2019/09/12 14:01:55.628,  0.5291,  0.6808,  1.3559
2019/09/12 14:01:55.631,  0.5291,  0.6808,  1.3559
2019/09/12 14:01:55.635,  0.5291,  0.6808,  1.3559
2019/09/12 14:01:55.640,  0.5291,  0.6808,  1.3559
2019/09/12 14:01:55.644,  0.5291,  0.6808,  1.3559
2019/09/12 14:01:55.647,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.650,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.654,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.656,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.658,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.659,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.661,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.664,  0.7770,  0.5257,  1.0894
2019/09/12 14:01:55.668,  1.8298,  0.1549,  1.6623
2019/09/12 14:01:55.673,  1.8298,  0.1549,  1.6623
2019/09/12 14:01:55.676,  1.8298,  0.1549,  1.6623
2019/09/12 14:01:55.678,  1.8298,  0.1549,  1.6623
2019/09/12 14:01:55.681,  1.8298,  0.1549,  1.6623
2019/09/12 14:01:55.685,  1.8298,  0.1549,  1.6623
2019/09/12 14:01:55.691,  0.7434, -1.3512,  2.7085
2019/09/12 14:01:55.693,  0.7434, -1.3512,  2.7085
2019/09/12 14:01:55.695,  0.7434, -1.3512,  2.7085
2019/09/12 14:01:55.697,  0.7434, -1.3512,  2.7085
2019/09/12 14:01:55.700,  0.7434, -1.3512,  2.7085
2019/09/12 14:01:55.702,  0.7434, -1.3512,  2.7085
2019/09/12 14:01:55.707,  0.7434, -1.3512,  2.7085
2019/09/12 14:01:55.708, -0.1720, -0.6425,  2.7830
2019/09/12 14:01:55.710, -0.1720, -0.6425,  2.7830
2019/09/12 14:01:55.712, -0.1720, -0.6425,  2.7830
2019/09/12 14:01:55.716, -0.1720, -0.6425,  2.7830
2019/09/12 14:01:55.717, -0.1720, -0.6425,  2.7830
2019/09/12 14:01:55.719, -0.1720, -0.6425,  2.7830
2019/09/12 14:01:55.722, -0.1720, -0.6425,  2.7830
2019/09/12 14:01:55.726, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.729, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.732, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.734, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.735, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.736, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.740, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.742, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.743, -2.3148,  0.3258, -0.1084
2019/09/12 14:01:55.746, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.749, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.751, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.753, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.755, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.757, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.758, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.759, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.760, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.762, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.764, -3.2612,  2.0615, -1.2306
2019/09/12 14:01:55.766, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.767, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.769, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.772, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.774, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.775, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.776, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.778, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.780, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.782, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.783, -2.4787,  2.8168,  3.6496
2019/09/12 14:01:55.785, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.787, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.790, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.791, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.793, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.794, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.796, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.798, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.800, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.802, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.803, -2.0352, -1.5021,  5.8150
2019/09/12 14:01:55.806,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.808,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.809,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.811,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.812,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.814,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.815,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.817,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.818,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.819,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.821,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.823,  0.2913, -3.2066,  5.6448
2019/09/12 14:01:55.826,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.827,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.829,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.831,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.832,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.834,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.836,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.837,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.838,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.840,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.841,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.843,  0.8872, -2.5791,  3.4311
2019/09/12 14:01:55.845, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.847, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.850, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.851, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.852, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.853, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.855, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.857, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.859, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.860, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.861, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.863, -0.0243, -0.6842, -0.2104
2019/09/12 14:01:55.866, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.868, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.870, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.872, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.874, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.876, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.878, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.880, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.882, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.884, -1.1505,  0.4137, -0.1332
2019/09/12 14:01:55.886, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.888, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.893, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.895, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.897, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.898, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.900, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.901, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.902, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.904, -1.6103,  0.7400, -0.5636
2019/09/12 14:01:55.906, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.908, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.909, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.910, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.912, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.914, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.916, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.918, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.920, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.925, -1.0157,  0.9434, -0.8011
2019/09/12 14:01:55.927, -0.5514,  0.1905, -0.2766
2019/09/12 14:01:55.931, -0.5514,  0.1905, -0.2766
2019/09/12 14:01:55.934, -0.5514,  0.1905, -0.2766
2019/09/12 14:01:55.936, -0.5514,  0.1905, -0.2766
2019/09/12 14:01:55.938, -0.5514,  0.1905, -0.2766
2019/09/12 14:01:55.946, -0.5514,  0.1905, -0.2766
2019/09/12 14:01:55.949, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.951, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.953, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.955, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.957, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.959, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.960, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.962, -0.0394, -0.5857, -0.4797
2019/09/12 14:01:55.965,  0.6027, -0.5498, -1.2398
2019/09/12 14:01:55.985,  0.6027, -0.5498, -1.2398
2019/09/12 14:01:55.987,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:55.991,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:55.994,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:55.995,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:55.997,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:55.999,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:56.001,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:56.003,  0.3813, -0.3930, -1.6862
2019/09/12 14:01:56.006, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.008, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.011, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.013, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.014, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.015, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.016, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.017, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.018, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.019, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.020, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.021, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.022, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.023, -0.0362, -0.1589, -1.0941
2019/09/12 14:01:56.025, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.026, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.027, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.030, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.031, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.032, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.033, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.035, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.036, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.037, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.038, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.041, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.043, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.044, -0.7582,  0.0644,  0.0050
2019/09/12 14:01:56.045, -1.3604,  0.1051,  0.9961
2019/09/12 14:01:56.047, -1.3604,  0.1051,  0.9961
