5.139727187748982518e-01,3.821890320710056077e+00,6.581212799479592590e+00,2.605321813782753626e+00,6.229531091134447252e+00,-1.950020039965876917e+00,-6.884387717132862683e-01,2.470015899095672651e+00,4.492516902972565340e+00,7.918113409028599836e-01,-1.517231702645944313e+00,3.453044204027126529e+00,1.457335991804356246e+00,1.409433668726806310e+00,3.249623104615046110e+00,3.776948980494687635e+00,7.503543921286055074e+00,5.512790082047340334e+00,-2.950446409422671223e+00,-8.087026389728932951e-01,1.701514810035485326e+00,3.492408553882263345e+00,3.420065050928358996e+00,-6.631389379383250127e-01,3.636208806816052075e+00,1.780865994726958501e+00,8.752610501109023833e-01,6.742669701070972188e+00,3.662852354418465683e+00,-1.567697791074460723e+00
-2.084879124842438092e+00,2.813511612801176606e-02,2.430357361138178185e-01,-3.342173340467296527e-01,5.729566489330309986e-01,-1.599506856823169620e+00,3.796469104505561631e+00,-8.734907891888883669e-02,-1.205443266666660490e-01,-2.752883683906089729e+00,-2.575694744923170632e+00,-4.587746692979576824e-01,-2.475943876647497266e+00,-2.685279001985228398e+00,-9.851995868720500038e-01,1.057244187523388002e+00,9.215317108789959910e-01,2.317600457172532269e-01,1.507383170122699623e+00,3.962466058175575512e-01,-7.331910347743588741e-01,-1.143426852348765399e+00,-7.751911743718050696e-01,3.319654812603910488e-01,-4.508368705740857241e-01,-3.763515296543244459e-01,9.518831154406161288e-02,1.008136929136287385e+00,-1.153538485519343348e+00,-3.076140042203951097e+00
-4.309435912819995274e+00,-1.146453353742074688e+00,-2.821752949993963977e+00,-1.508098337636631925e+00,-2.223615194120768468e+00,-2.625219313598512905e+00,3.181919353690168872e+00,-1.197427746194711151e+00,1.513276090853352684e+00,-1.319042651091399732e+00,-2.214243671939298164e+00,-9.454106080360749065e-01,-7.960423644448624825e-02,-2.454679548993885962e+00,-2.876088797424811716e+00,-7.003174759735780741e-02,1.296983532107439663e+00,-2.423967763005888676e-01,-4.526521578385566680e-01,4.215444194408230594e+00,-4.904109775969708873e-01,-1.608429870202393364e+00,-1.341346025955298726e+00,-9.775912746604344949e-01,-8.830175058873751537e-01,-7.866196767959243719e-01,1.872874073971723119e-01,-2.942744092432818093e+00,1.320085008890314660e+00,-4.678443174296829099e+00
-2.772007917035742341e+00,2.194620160819233501e+00,1.986615225287591047e+00,-2.873178672449238746e+00,2.200414393030269089e+00,3.645041259038515058e+00,-6.868818444821810365e-01,-9.182446995585467064e-01,5.346279053180141183e+00,-8.541274717100806324e-01,3.017347861020002853e+00,2.943203502572728225e-01,2.566113792511112157e-01,-8.027347460714373550e-01,1.285520619245630769e+00,5.245895440757774253e+00,1.223905798542005652e+00,3.581899623983108683e+00,-7.312560183562208938e-01,6.039579558217745614e+00,-5.537600050727919943e-01,-2.420371727920813232e+00,-1.519673417443004326e-02,-9.879581681002516103e-01,6.567503712470313948e-01,-3.877293921094404072e-01,-5.994152496792934937e-01,1.160098405219575302e+00,4.811691447329542903e+00,-5.064187289267818137e+00
-9.006030315838047251e-01,-1.493439607602485397e+00,-2.382847884084124956e+00,-3.301351303704298079e+00,-1.863198528309078617e+00,4.785640932826102922e-01,-4.179997364808769156e+00,-1.578340033241364848e+00,-2.593322102570826182e+00,-3.431326770127030912e+00,-6.257039124434661481e+00,-1.554769142877804766e+00,-1.688762746468278175e+00,-4.350339196810331654e-01,-3.072701723040719202e+00,-1.580371180418409294e+00,-2.844241277298553250e+00,-1.214664260322594558e+00,-1.436738733606836904e+00,-3.899695506272537582e+00,-1.486316659377312055e+00,-2.768555143128222262e+00,-1.499303477330537815e+00,-2.321050063579803702e+00,-1.288311271087418053e+00,-1.571578203010564723e+00,-1.330686373743098505e+00,-1.976728672367199069e+00,1.228835300614101733e+00,-3.289328001801308687e+00
-2.517650816513887224e-01,-1.345300066647404869e+00,-4.427207037362522968e+00,-4.227239534585669922e+00,-4.713468078130168770e+00,-2.145553346234348790e+00,-2.672496266839455181e+00,-3.370058242866432074e+00,2.897558257860804787e+00,3.357442634991990360e+00,1.749365160051843171e+00,-2.443702722321706933e+00,-1.507876849572166611e+00,-9.109852082363540937e-01,5.123936553915652281e-01,2.415727838885740331e-01,-1.147580194338374548e+00,-4.980906166765865506e-01,2.120392166316914739e+00,3.241021904402216602e+00,-2.187267461781325029e+00,1.557927101011992166e+00,-1.698459017653358494e+00,4.730038460602568939e+00,-2.234242223006753569e+00,-2.104645000893831774e+00,-8.257634539145312091e-01,-2.890671835220903763e+00,-1.273409956948065025e+00,-5.980115564111510018e+00
1.059625301175023127e-01,-3.958587596667272335e-01,-1.358331708848750319e+00,1.311288359189575425e+00,-1.553924262813835888e+00,3.451768056034057452e-01,1.172614038302793871e+00,-1.492279156487878122e+00,1.504334045271280562e+00,2.055561710390346963e+00,9.633831684118181471e-01,-6.555905840904107107e-01,1.100756811082986397e+00,7.474359167593308539e-01,2.784673181788367424e-01,5.148218205157953919e-01,1.623098682889545508e-01,-3.957908167445663983e-01,-2.724507927322927237e-01,3.785397021882797475e+00,-7.947914433787158783e-01,-1.218455433327912729e+00,-6.915600394875938139e-01,1.377002160428739408e-01,-7.352091387827583979e-01,-5.365823427929865552e-01,-1.289978584729553512e+00,-1.757984117199435703e+00,2.377542240517453109e+00,-2.027723672549618161e+00
-4.648118264611930783e+00,4.117344006706052939e-01,-6.844724405759319286e-01,-1.769350513171349837e+00,-2.379357009618195684e-01,-1.383569643180652953e-01,-2.785077287121229261e+00,-1.823553731043330961e+00,1.300615055622899030e-01,-7.777426529759252638e-01,-6.144544577187588175e+00,-1.475372440028458021e+00,3.832865313426963016e+00,3.950255185588678053e-01,-1.024034429003824131e+00,-4.041860280699932417e+00,4.913378138003559492e+00,5.455051396002226216e-01,-6.153535533111583966e+00,7.401594207187104368e-01,-1.644490123364061640e+00,-1.361547741447277859e+00,-1.681862244016561370e+00,-6.627168371368821198e+00,-1.687839929101651926e+00,-1.856056608385391327e+00,-2.678444863167799728e+00,9.344333944994900332e-01,2.838118946008949095e+00,-3.187580787948105066e+00
-4.960735989174979710e-01,7.346358916864721422e-01,-2.703601542077392894e-01,-1.663784105775069300e+00,1.656805163545704285e-01,-1.514110273010192964e+00,-2.312790177615033915e+00,3.159141661767920772e-01,1.208586233626724127e+00,-1.680613710680089579e+00,-2.030066704254235077e+00,-6.639170057148433002e-02,6.677294313568330475e-01,-7.799265030020476885e-01,1.531010357759088891e-01,-1.722349652539646003e+00,2.919350101011243481e+00,8.813423612905023630e-01,-6.404866163882900754e-01,2.427168604337256452e-01,4.206612329507985470e-01,-8.750094942234977191e-01,6.899449484585215564e-02,3.441698097901003256e-02,7.526575888199840692e-02,2.185687146449153406e-01,5.193074132877825155e-01,1.048730354771124196e+00,-1.215393207984931112e-01,-5.527678993761532267e-01
5.610572882383668691e-01,8.212107219046919093e-01,1.316187005179546121e+00,-5.140024755622936148e-01,1.336182170923405854e+00,-1.228938317444652872e+00,1.811599669210601227e-01,9.286437065895989385e-01,6.271138429323837027e-01,1.232280191123055868e+00,-6.530959273499659101e-01,7.587693158795489889e-01,5.376500508823899294e-01,-7.434061880814576417e-01,-4.842967566753912378e-01,-6.876534014785696813e-01,1.500208932055559607e+00,8.563172034030307467e-01,3.016795659914712213e-01,3.616546235546920229e+00,8.026290924373229441e-01,-3.055176433751425336e-01,6.526109026389769197e-01,3.160436151470656929e-01,8.168034759812212720e-01,1.173068571275843963e+00,1.048942956051946096e+00,4.880911081559985432e-01,-1.322307507509302482e+00,-8.091063501651906131e-01
