time[s], acc_x[m/s^2], acc_y[m/s^2], acc_z[m/s^2]
431.582, -6.19, -2.613, -3.219
431.608, -4.927, 4.206, -0.73
431.634, -3.993, 4.002, 0.638
431.659, -1.273, 3.12, 1.297
431.684, 6.628, 1.733, 1.234
431.711, 7.353, 0.135, 2.164
431.736, 6.418, -1.252, 1.486
431.762, 5.058, -0.187, 0.971
431.788, 3.542, 0.728, 1.049
431.814, 2.76, 1.318, 1.357
431.84, 2.277, -0.46, 2.175
431.865, -1.633, -0.725, 1.305
431.891, -5.339, 0.379, 0.485
431.917, -5.953, -0.275, 0.376
431.942, -6.287, -1.793, -2.252
431.969, -8.058, -6.678, -17.612
431.995, -1.044, -8.023, -4.585
432.02, 0.759, 0.243, -0.425
432.046, -1.945, 8.019, -1.947
432.072, -1.511, 0.15, -1.237
432.098, -1.447, -4.515, -1.508
432.123, 1.703, -2.742, 0.211
432.15, 3.752, -1.629, 0.186
432.178, 5.595, -1.445, 0.418
432.203, 4.609, -1.344, 0.527
432.23, 2.851, -0.895, 0.76
432.256, 2.69, -0.573, 1.128
432.282, 0.882, 0.368, 1.668
432.308, -0.62, 0.761, 2.455
432.336, 0.048, 1.343, 3.014
432.362, -3.035, -1.065, 3.249
432.388, -3.939, 0.743, 3.885
432.415, -3.173, 4.202, -0.31
432.441, -1.635, 11.452, -12.078
432.466, -0.793, -4.806, -5.9
432.492, -4.094, -4.065, -5.357
432.517, -8.535, -2.0, -3.876
432.542, -0.847, 2.731, -0.485
432.567, 0.021, 2.003, 0.155
432.595, 2.117, 2.281, 1.21
432.62, 4.852, 2.135, 1.577
432.646, 5.767, -1.169, 1.991
432.672, 5.465, -0.98, 1.333
432.697, 5.86, -0.326, 1.19
432.722, 4.276, -1.145, 1.326
432.749, 2.453, -0.56, 1.184
432.775, 0.817, 1.221, 1.314
432.801, 0.816, 1.66, 1.64
432.826, -6.082, 0.158, 0.844
432.853, -7.19, -0.894, 0.284
432.878, -6.631, -2.053, 1.459
432.905, 0.774, -4.636, -3.536
432.931, -0.5, 0.2, -10.559
432.956, 0.248, -0.003, -1.871
432.981, -1.745, 3.223, -0.837
433.006, -1.446, 1.569, -1.009
433.033, -1.021, -1.701, -1.008
433.059, 1.297, -3.542, -0.831
433.085, 5.693, -0.655, -0.109
433.111, 6.668, 0.067, 0.555
433.137, 6.189, 0.321, 0.507
433.162, 0.798, -0.576, 1.253
433.187, 0.059, -0.208, 1.446
433.212, -0.648, -0.109, 1.605
433.238, -1.179, -0.064, 2.3
433.263, 1.577, 0.408, 2.096
433.288, 0.298, -2.021, 1.964
433.315, -3.405, -2.193, 2.677
433.342, -3.625, -0.019, 2.805
433.367, -3.609, 14.681, -7.001
433.393, 0.152, -3.837, -5.559
433.418, 0.167, -7.55, -6.264
433.444, -6.477, -0.61, -2.454
433.471, -5.369, 4.167, 0.396
433.496, -2.975, 3.892, 0.572
433.521, 0.564, 2.468, 0.373
433.547, 7.243, 1.093, 1.214
433.573, 6.619, 0.372, 1.813
433.599, 5.722, -0.618, 1.067
433.625, 4.474, 0.425, 1.55
433.652, 3.353, 0.518, 1.625
433.677, 1.711, 0.471, 1.364
433.702, 2.181, 0.528, 1.367
433.727, -0.81, 1.122, 2.261
433.753, -5.692, 2.287, 0.942
433.779, -7.398, 0.853, 0.381
433.805, -9.438, -2.346, -6.602
433.83, -3.984, -7.822, -8.98
433.857, 1.441, -1.537, -6.121
433.882, -1.343, 4.724, -1.672
433.907, -1.261, 4.302, -1.613
433.933, -1.504, 1.941, -1.126
433.96, -2.58, -2.055, 0.469
433.987, 3.578, -3.189, -0.645
434.014, 5.541, -1.407, 0.196
434.04, 5.979, -0.532, 1.078
434.066, 3.02, -0.819, 1.302
434.092, 2.623, -0.299, 1.799
434.118, 2.533, 0.973, 2.189
434.146, -1.161, -0.817, 0.77
434.172, -1.051, -1.128, 1.338
434.198, 1.456, -0.247, 1.499
434.223, -2.288, -1.918, 3.445
434.249, -3.922, 0.98, 3.032
434.274, -4.946, 4.148, -0.474
434.3, -5.802, 11.648, -6.778
434.325, 3.202, -7.285, -5.368
434.352, 0.859, -8.059, -6.031
434.377, -4.059, -6.145, -4.971
434.403, -6.839, 5.892, 0.283
434.428, -2.269, 4.534, 1.328
434.455, 0.574, 2.169, 0.749
434.481, 4.507, 1.271, 0.658
434.507, 5.223, -0.645, 1.388
434.533, 5.308, -0.817, 0.956
434.559, 5.671, -0.207, 0.879
434.585, 3.224, 0.567, 1.088
434.611, 1.72, 0.67, 1.067
434.637, 1.689, -0.077, 1.563
434.662, -1.35, 0.015, 2.336
434.688, -6.898, 1.523, 1.066
434.714, -5.929, 0.579, 0.556
434.739, -3.698, -0.953, 2.69
434.766, -0.675, -9.299, -3.793
434.791, 0.484, -2.135, -6.566
434.817, -0.233, 2.407, -1.568
434.845, -3.099, 3.883, -1.868
434.871, -2.379, -0.024, -1.178
434.897, -1.407, -2.628, -0.326
434.922, 0.61, -2.724, -0.668
434.949, 5.871, -0.4, 0.462
434.975, 7.156, -0.045, 1.088
435.001, 5.98, -0.032, 1.5
435.026, 2.243, -1.437, 1.75
435.052, 1.568, -0.93, 2.008
435.078, 0.048, -0.595, 2.041
435.103, -1.727, -0.637, 2.141
435.13, -0.444, -1.706, 2.325
435.156, 0.393, -3.085, 2.107
435.182, -1.528, 1.721, 1.084
435.207, -0.754, 6.147, -2.888
435.233, -5.088, 10.15, -4.606
435.261, -1.373, -0.881, -5.906
435.289, -2.256, -3.704, -5.452
435.314, -5.999, -0.536, -2.189
435.34, -7.486, 4.608, 0.946
435.365, -0.343, 4.539, 0.619
435.391, 3.283, 1.349, 0.288
435.417, 6.452, 0.207, 0.717
435.442, 4.385, -0.87, 0.284
435.467, 4.534, -0.559, 0.281
435.493, 4.831, -1.034, 0.941
435.519, 4.221, -0.869, 1.23
435.546, 1.334, 0.313, 0.953
435.571, 1.522, 0.419, 2.345
435.596, 0.775, 1.511, 2.944
435.621, -2.31, 3.847, 2.457
435.647, -5.508, -0.126, 1.658
435.673, -5.655, -2.445, -2.855
435.7, -7.066, -8.472, -14.286
435.725, 2.124, 1.91, -1.153
435.75, -1.298, 6.379, -0.448
435.777, -2.569, 8.711, -1.804
435.803, -1.425, 0.783, -2.894
435.829, 0.105, -4.659, -1.979
435.855, 1.661, -1.79, -0.746
435.881, 2.326, -0.889, 0.164
435.907, 6.505, -0.815, 0.407
435.934, 4.905, -0.59, 1.577
435.961, 2.919, -0.529, 1.675
435.988, 2.191, 0.375, 1.613
436.014, 0.99, 0.064, 1.723
436.04, -0.418, -0.243, 2.456
436.065, 0.414, -0.0, 2.297
436.091, -0.743, -0.995, 1.908
436.116, -3.565, -0.299, 3.023
436.141, -2.769, 2.501, 2.819
436.167, -6.028, 11.436, -5.848
436.195, -0.045, -6.063, -5.679
436.221, 0.258, -7.805, -6.858
436.247, -5.041, 1.025, -3.313
436.273, -5.243, 3.662, -1.506
436.297, -2.881, 2.875, -0.009
436.323, 1.885, 1.686, 0.837
436.35, 4.684, 1.686, 0.757
436.376, 6.081, 0.57, 2.176
436.402, 5.504, -0.279, 0.514
436.427, 5.569, -0.134, 0.996
436.453, 4.856, 0.349, 2.104
436.479, 3.048, 0.042, 1.42
436.505, 0.318, 1.655, 1.936
436.532, -0.267, 2.162, 2.352
436.559, -2.079, 2.708, 2.323
436.584, -5.28, 1.513, 0.778
436.611, -4.833, 0.206, 1.171
436.637, -6.95, -2.102, -7.785
436.663, 2.214, -2.558, -6.341
436.69, 1.909, 0.526, -1.769
436.716, -1.323, 4.158, -1.6
436.742, -3.267, 3.327, -1.696
436.768, -2.291, -2.728, -0.963
436.794, 0.223, -2.951, -1.252
436.819, 1.672, -1.756, 0.102
436.846, 5.498, 0.014, 1.029
436.872, 5.924, -0.018, 1.461
436.897, 4.302, -0.267, 1.438
436.922, 1.954, 0.186, 1.914
436.948, 0.368, 0.764, 1.896
436.973, -0.813, 0.261, 1.558
436.998, -0.679, -0.651, 1.052
437.025, 2.339, -1.614, 1.733
437.051, -0.016, -1.477, 2.684
437.077, -2.399, 0.057, 2.076
437.102, -3.613, 6.582, -2.914
437.129, -3.372, 1.051, -4.462
437.154, 0.746, -5.843, -5.773
437.18, -0.014, -5.185, -6.388
437.205, -4.477, 2.994, -1.719
437.231, -5.705, 4.236, 0.368
437.256, -3.263, 2.789, 0.492
437.281, -0.114, 1.709, 0.744
437.306, 5.295, -0.019, 1.189
437.333, 5.676, -1.323, 2.382
437.359, 5.229, -0.697, 1.071
437.385, 4.279, 0.602, 1.85
437.412, 3.287, -0.398, 1.374
437.437, 2.486, -1.024, 1.489
437.462, 0.839, 0.662, 2.145
437.488, 0.632, 0.559, 2.925
437.514, -1.683, 1.798, 2.322
437.539, -5.386, 3.861, -0.447
437.564, -3.835, -0.115, 1.379
437.591, -6.361, -2.442, -8.5
437.617, -3.779, -6.084, -3.421
437.642, -0.068, -0.03, -3.496
437.668, -1.186, 2.174, -0.637
437.693, -1.049, 2.624, -0.607
437.719, -0.122, 1.583, -1.164
437.746, 0.567, -4.399, -0.211
437.772, 2.825, -3.186, 0.138
437.797, 4.55, -1.352, 0.373
437.822, 5.227, 0.585, 1.628
437.849, 3.779, -0.385, 1.613
437.875, 2.046, -0.954, 1.61
437.902, 1.173, -0.67, 1.769
437.928, 0.658, -1.256, 1.525
437.953, 0.344, -1.444, 1.737
437.979, 1.019, -1.11, 2.667
438.004, -1.811, -1.371, 1.819
438.03, -3.968, -0.61, 2.294
438.056, -2.453, 3.191, -1.518
438.08, -6.887, 12.016, -3.588
438.106, 0.314, -6.382, -5.792
438.132, -0.106, -7.695, -6.059
438.158, -3.429, -3.69, -3.655
438.184, -6.668, 4.557, 0.333
438.211, -2.457, 3.637, 1.11
438.235, 0.458, 1.904, 0.148
438.261, 4.538, 1.64, 0.21
438.286, 3.851, -0.481, 0.884
438.313, 4.513, -0.483, 0.548
438.339, 5.151, 0.076, 0.768
438.364, 3.519, -0.214, 1.347
438.39, 2.443, -0.215, 1.215
438.416, 1.915, -0.033, 1.206
438.442, 1.516, 0.16, 1.656
438.467, -2.6, 1.799, 1.46
438.494, -5.824, 1.528, 0.075
438.519, -4.635, -0.545, 1.412
438.545, -7.549, -6.81, -7.322
438.57, -0.489, -0.779, -3.006
438.597, 2.538, 1.356, -4.268
438.623, -2.213, 3.225, -1.524
438.649, -2.111, 1.604, -1.824
438.676, -1.634, -1.494, -1.717
438.702, 1.44, -2.485, -0.273
438.727, 3.125, -1.82, 0.168
438.753, 4.379, -1.548, 0.514
438.78, 4.601, -1.337, 0.505
438.807, 3.41, -0.429, 0.94
438.833, 2.345, 0.283, 1.028
438.859, 1.858, 0.433, 1.516
438.884, 0.066, 0.532, 2.507
438.91, 0.639, 1.545, 2.869
438.936, 1.497, 1.053, 2.825
438.962, -0.029, -1.933, 1.667
438.987, -4.27, 0.01, 2.301
439.013, -3.057, 5.597, -0.52
439.039, -5.526, 6.356, -2.84
439.065, 0.944, -4.695, -5.31
439.092, 1.987, -5.366, -5.706
439.119, 0.239, -4.39, -4.914
439.145, -4.511, 2.808, -0.663
439.171, -4.134, 2.288, 0.716
439.196, -0.845, 2.205, 1.205
439.221, 2.551, 1.542, 0.354
439.247, 4.415, 1.306, 1.589
439.273, 3.928, 0.133, 0.878
439.301, 4.578, 0.196, 0.912
439.326, 2.222, -0.372, 1.614
439.353, 0.958, -0.656, 1.346
439.379, -0.161, -0.42, 1.323
439.404, 1.351, 0.091, 1.567
439.431, 0.068, 1.658, 2.809
439.456, -3.777, 2.349, 0.438
439.481, -4.938, 0.372, 0.667
439.506, -8.711, -3.63, -5.577
439.533, -4.494, -7.004, -3.797
439.559, -0.956, -0.428, -6.826
439.585, 1.495, 1.361, -1.564
439.612, -0.194, 3.678, -0.458
439.637, 0.548, 0.904, -0.93
439.662, -0.215, -3.159, -0.124
439.687, 1.143, -2.68, 0.49
439.713, 2.986, -1.396, 0.785
439.739, 4.237, -0.864, 0.877
439.766, 4.537, -0.795, 1.028
439.791, 3.212, -1.068, 0.819
439.817, 1.798, -1.149, 0.759
439.843, 0.234, -1.296, 1.308
439.869, 0.034, -0.893, 2.114
439.894, 0.751, -0.003, 3.099
439.92, 1.142, -0.759, 2.685
439.947, -4.941, -1.178, 2.599
439.973, -2.997, 3.203, 1.019
439.999, -3.259, 8.875, -3.359
440.025, -0.929, -4.66, -5.071
440.051, -0.179, -5.457, -6.067
440.077, 0.566, -5.872, -5.233
440.102, -3.433, 1.238, -1.343
440.128, -4.702, 3.3, 0.123
440.153, -1.371, 2.584, 1.286
440.179, 1.158, 1.884, 1.043
440.204, 5.53, 1.182, 2.639
440.23, 4.313, -0.38, 1.699
440.257, 4.201, -0.381, 1.304
440.282, 2.993, -0.265, 1.517
440.308, 1.666, -0.51, 0.913
440.335, 0.682, -0.367, 1.486
440.361, 0.501, -0.463, 1.885
440.386, 0.317, 1.588, 2.311
440.412, -2.457, 2.678, 2.002
440.438, -5.032, 1.732, 0.61
440.464, -5.85, -2.806, -2.19
440.49, -5.521, -6.789, -6.554
440.516, 0.445, -1.114, -3.541
440.542, 1.272, 0.609, -3.054
440.568, -1.846, 2.276, -0.995
440.594, -0.567, 0.47, -1.031
440.619, -1.727, -1.766, -0.211
440.645, 1.683, -2.63, 0.153
440.671, 3.754, -1.557, 0.378
440.697, 4.506, -0.777, 0.688
440.722, 4.292, -0.166, 0.595
440.748, 3.233, -0.703, 0.878
440.774, 2.055, -0.189, 1.268
440.799, 1.3, 0.372, 1.678
440.824, -0.301, -0.012, 1.981
440.85, 0.649, 0.175, 2.259
440.877, 1.172, -1.478, 1.648
440.902, -2.925, 0.068, 2.566
440.928, -2.895, 4.627, 0.453
440.953, -5.127, 10.902, -4.225
440.978, -3.665, 3.59, -4.103
441.004, 0.75, -6.747, -5.254
441.031, 0.002, -6.187, -4.406
441.057, -2.371, -2.754, -2.57
441.082, -4.506, 3.695, 0.83
441.109, -0.684, 3.469, 1.186
441.139, 1.668, 1.836, 0.807
441.167, 5.393, 0.15, 2.08
441.199, 4.548, -0.548, 1.004
441.229, 4.171, -0.133, 1.535
441.257, 3.179, -0.934, 1.786
441.285, 1.016, -0.891, 1.608
441.313, 0.86, -0.276, 1.389
441.342, 1.144, 0.103, 1.732
441.369, -3.046, 2.678, 1.086
441.397, -6.327, 1.699, 0.248
441.422, -8.438, -1.102, -1.604
441.451, -6.857, -5.452, -4.494
441.477, -0.883, -0.072, -2.766
441.502, 0.123, 1.885, -1.963
441.528, -1.631, 2.701, -1.547
441.555, -0.121, 0.964, -1.395
441.581, 0.006, -0.288, -1.302
441.606, 1.604, -2.654, 0.088
441.633, 2.698, -1.597, 0.518
441.659, 4.022, -1.087, 0.652
441.685, 4.473, -0.732, 1.043
441.711, 3.608, -0.438, 1.158
441.737, 2.254, -0.245, 1.432
441.762, 0.97, 0.152, 1.731
441.787, 0.006, -0.116, 1.871
441.813, -0.458, 0.182, 2.596
441.839, 0.277, -1.316, 1.98
441.865, -3.181, -1.221, 2.001
441.891, -2.642, 1.195, 3.153
441.917, -2.76, 4.863, -0.805
441.944, -1.715, -0.378, -3.502
441.969, 0.449, -5.949, -5.345
441.994, 0.243, -4.9, -6.127
442.019, -0.676, -3.742, -4.871
442.045, -4.418, 2.536, -0.366
442.071, -2.859, 2.23, 0.864
442.096, -0.062, 1.818, 0.82
442.122, 5.579, 0.766, 1.624
442.148, 4.98, -0.269, 1.674
442.174, 5.085, -0.897, 1.184
442.2, 5.119, -0.578, 1.296
442.226, 3.438, -0.301, 1.186
442.252, 2.135, -0.216, 1.308
442.277, 1.229, -0.016, 1.373
442.302, 0.822, 0.505, 1.926
442.327, -2.689, 2.471, 2.305
442.354, -6.669, 1.309, 0.179
442.38, -5.675, -1.565, 2.711
442.406, -7.877, -4.435, -7.707
442.433, 0.074, -1.25, -1.708
442.459, 2.6, 0.381, -1.974
442.484, -1.083, 2.63, -1.646
442.51, -0.894, 0.984, -1.708
442.536, -1.373, -0.476, -1.056
442.561, -0.801, -2.692, -0.734
442.586, 2.111, -2.32, -0.009
442.612, 3.936, -1.444, 0.228
442.639, 5.286, -0.774, 0.766
442.664, 3.627, -0.53, 0.694
442.69, 2.392, -0.043, 1.0
442.716, 1.961, 0.047, 1.111
442.742, 1.231, -0.328, 1.565
442.768, 0.747, 0.965, 2.682
442.794, 1.454, -0.995, 2.065
442.82, -0.479, -1.813, 2.6
442.846, -3.437, 3.559, 1.276
442.872, -4.763, 8.821, -4.814
442.897, -5.39, 7.2, -4.38
442.924, 0.168, -6.521, -6.437
442.951, 0.076, -6.698, -6.214
442.977, -2.028, -2.665, -3.195
443.002, -4.577, 3.346, 0.359
443.028, -1.168, 2.998, 1.105
443.054, 1.444, 1.971, 0.856
443.079, 4.874, 1.644, 1.88
443.104, 4.552, -0.746, 0.856
443.13, 5.118, -0.076, 0.863
443.155, 4.993, 0.457, 1.542
443.182, 2.836, -0.682, 1.305
443.208, 1.99, -0.535, 1.085
443.234, 1.771, -0.212, 1.546
443.26, 1.234, 0.215, 1.797
443.285, -4.701, 2.659, 0.191
443.312, -6.01, 0.784, -0.016
443.339, -5.85, -1.26, 2.003
443.364, -3.886, -6.508, -1.821
443.391, 3.201, 0.18, -3.804
443.416, 1.867, 0.804, -2.983
443.442, -0.738, 2.785, -1.873
443.467, -0.947, 0.765, -1.41
443.493, -0.803, -0.851, -1.009
443.518, 0.47, -2.5, -0.408
443.545, 2.578, -1.409, 0.47
443.571, 4.349, -0.984, 0.832
443.596, 4.248, -0.978, 0.657
443.621, 3.583, -0.439, 1.017
443.647, 2.065, 0.052, 0.783
443.672, 0.82, 0.262, 0.551
443.698, 1.287, 0.373, 1.435
443.724, 0.788, 0.019, 3.957
443.75, 0.042, -1.357, 2.679
443.776, -2.621, -2.852, 1.541
443.803, -2.91, 4.867, 2.335
443.83, -1.835, 7.503, 0.358
443.856, -3.69, 7.057, -5.094
443.881, 0.263, -3.255, -4.595
443.906, -0.893, -3.601, -6.005
443.932, -1.241, -6.528, -4.906
443.958, -4.68, -1.617, -2.658
443.984, -3.984, 4.134, 1.189
444.01, 1.243, 1.873, 0.814
444.036, 4.661, 1.016, 0.437
444.062, 4.624, -0.34, 1.373
444.088, 4.517, -0.724, 1.04
444.114, 4.984, 0.3, 1.44
444.14, 4.258, 0.916, 1.602
444.165, 1.323, -0.316, 1.428
444.19, 0.701, -0.112, 1.414
444.217, 0.99, -0.033, 1.033
444.242, -0.635, 2.602, 1.544
444.268, -4.574, 2.65, 1.374
444.294, -5.706, 1.06, 1.442
444.32, -8.161, -0.471, -0.554
444.347, 0.545, -3.734, -1.534
444.373, 1.438, -1.512, -4.224
444.398, 0.384, 0.966, -2.732
444.425, 0.561, 3.641, -1.682
444.451, -0.354, 1.503, -1.377
444.476, -0.806, -2.285, -0.659
444.502, 1.586, -2.102, 0.577
444.528, 4.111, -1.599, 0.619
444.554, 5.073, -1.161, 0.611
444.58, 4.701, -1.182, 0.99
444.606, 2.806, 0.492, 1.598
444.633, 1.911, 1.33, 1.249
444.659, 0.544, 0.706, 1.149
444.684, 0.658, 0.508, 1.561
444.71, 0.801, -0.711, 1.929
444.736, -1.617, -2.586, 2.276
444.762, -3.541, 2.118, 2.721
444.787, -2.369, 3.663, -1.107
444.812, -4.192, 3.921, -5.826
444.839, -1.663, 3.326, -6.391
444.864, 0.154, -1.039, -5.322
444.89, -2.13, -2.746, -3.593
444.917, -4.901, -3.968, -2.517
444.942, -1.094, 4.267, 1.454
444.967, 3.102, 3.446, 0.832
444.993, 6.133, 1.526, 1.798
445.018, 6.098, -0.754, 2.295
445.045, 5.742, -1.099, 0.44
445.071, 3.991, 0.502, 0.925
445.096, 2.113, 0.183, 1.635
445.121, 1.252, -1.191, 1.491
445.149, 1.302, -1.288, 1.34
445.175, 2.28, -0.686, 2.139
445.201, 0.445, 1.696, 3.19
445.226, -5.269, 3.583, -1.688
445.252, -5.796, -0.96, 1.189
445.277, -7.878, -2.301, -4.207
445.303, -2.75, -3.276, -3.32
445.329, 1.164, -1.036, -2.289
445.356, 0.031, 1.602, -1.518
445.382, 0.184, 0.581, -1.456
445.408, -1.17, -1.872, -0.646
445.433, -0.313, -3.672, -0.35
445.46, 1.137, -3.326, -0.013
445.485, 4.489, -0.8, 0.626
445.512, 4.717, -0.355, 1.083
445.538, 3.818, 0.549, 1.491
445.565, 1.1, 0.968, 2.221
445.591, 0.709, 0.339, 1.979
445.617, -0.199, -0.928, 1.768
445.642, -0.609, -1.176, 1.807
445.668, 2.041, -0.468, 1.931
445.693, -0.539, -1.952, 2.144
445.718, -3.536, -1.528, 1.646
445.744, -2.487, 6.595, -2.579
445.771, -5.456, 5.734, -3.345
445.796, -1.943, -4.093, -5.087
445.822, 0.139, -5.935, -6.506
445.848, -1.232, -2.145, -3.216
445.873, -4.012, 3.389, -0.303
445.899, -4.269, 3.178, 0.982
445.924, 1.828, 0.714, -0.034
445.952, 4.975, 0.93, 0.901
445.978, 3.995, -0.007, 1.697
446.004, 4.486, 0.148, 1.144
446.028, 4.508, 0.303, 1.372
446.054, 3.35, -0.145, 1.484
446.079, 1.937, 0.31, 1.009
446.104, 0.725, 1.237, 1.609
446.13, 1.347, 0.895, 2.585
446.155, 0.837, 1.212, 2.658
446.181, -1.847, 2.897, 2.223
446.207, -4.806, 0.087, 1.068
446.233, -7.576, -2.993, -3.432
446.259, -3.229, -5.495, -1.633
446.286, 1.243, -0.427, -2.713
446.311, -0.804, 1.337, -2.949
446.336, -1.517, 2.152, -0.742
446.362, 0.023, -0.29, -1.204
446.387, -0.413, -2.587, -0.119
446.413, 0.724, -3.418, 0.007
446.439, 2.418, -2.124, 0.234
446.464, 4.805, -0.39, 1.224
446.49, 4.136, 0.702, 1.54
446.516, 2.031, 0.04, 1.873
446.541, 1.2, -0.145, 2.248
446.566, 0.908, -0.123, 1.998
446.592, 0.206, -0.622, 1.814
446.617, -0.191, -0.994, 1.998
446.644, 1.144, -1.379, 2.001
446.669, -0.803, -1.083, 1.309
446.694, -2.991, -0.632, 1.658
446.719, -2.321, 3.885, -0.876
446.745, -4.062, -0.035, -4.371
446.771, -1.505, -4.737, -6.344
446.796, 0.608, -3.476, -5.215
446.821, -1.033, -2.37, -3.3
446.848, -5.07, 3.871, 0.324
446.874, -3.36, 1.849, 0.931
446.9, -1.122, 0.819, 0.715
446.925, 4.463, 0.135, 1.971
446.951, 4.059, -0.185, 1.397
446.978, 4.616, 0.215, 0.906
447.003, 3.629, -0.544, 0.855
447.028, 2.654, 0.097, 0.877
447.054, 1.203, 0.902, 1.14
447.08, 0.297, 0.844, 1.561
447.105, 0.587, 0.208, 2.833
447.131, -1.742, 2.994, 2.168
447.157, -4.906, 3.463, -0.463
447.182, -4.046, 0.301, 0.56
447.207, -5.897, -2.504, -7.871
447.232, -0.019, -1.928, -1.722
447.259, -0.091, -0.308, -7.071
447.285, -2.346, 0.957, -0.564
447.309, -0.528, 2.089, -0.816
447.336, 0.725, 0.772, -1.363
447.361, -0.772, -1.512, -1.077
447.386, 2.018, -2.792, -0.54
447.412, 3.3, -1.794, 0.064
447.438, 4.388, -0.283, 1.324
447.463, 3.072, 1.316, 1.394
447.488, 1.785, 0.744, 1.66
447.514, 1.129, 0.777, 1.446
447.54, 0.656, 0.374, 1.281
447.565, -0.641, -0.964, 1.291
447.591, 0.647, -0.232, 1.68
447.616, 1.344, -0.833, 1.824
447.642, -1.166, -1.726, 2.215
447.667, -2.03, 3.623, 0.288
447.695, -1.323, 5.032, -2.291
447.72, -3.412, 2.349, -4.984
447.746, 1.786, -3.984, -6.326
447.772, -0.493, -3.836, -3.99
447.798, -4.51, -2.977, -1.421
447.824, -4.114, 3.711, 1.868
447.85, -2.006, 4.219, 1.354
447.876, 1.759, 2.229, 0.536
447.902, 5.087, 0.427, 1.634
447.929, 4.997, 0.02, 0.709
447.954, 4.991, 0.056, 0.214
447.98, 3.343, 0.806, 0.69
448.005, 0.359, 1.152, -0.085
448.031, 1.303, 0.541, -0.331
448.057, 3.13, -0.697, 0.833
448.081, 1.688, 0.056, 3.533
448.107, -6.323, 4.577, -0.377
448.132, -5.686, 0.248, 1.179
448.158, -5.992, -0.478, 0.19
448.183, -0.256, -1.945, -1.148
448.208, 1.88, 1.784, -4.454
448.234, -0.192, 1.096, -3.429
448.26, -0.47, 1.725, -1.123
448.286, -0.314, -0.73, -1.287
448.311, -1.278, -1.512, -0.508
448.337, -0.624, -2.504, -0.186
448.362, 3.014, -0.985, 0.003
448.387, 4.232, -1.043, 0.319
448.415, 4.311, -1.087, 0.709
448.44, 3.665, -0.831, 0.544
448.466, 1.269, -0.392, 0.447
448.491, 0.378, -0.739, 0.45
448.517, 0.489, -0.85, 0.991
448.542, 1.733, 0.359, 2.551
448.567, 1.434, -0.775, 2.589
448.592, -0.946, -1.788, 2.141
448.618, -3.632, -0.287, 1.418
448.645, -2.333, 9.34, -2.997
448.671, -5.222, 6.512, -2.365
448.696, -1.351, -8.33, -6.272
448.721, 0.791, -6.883, -6.388
448.747, -2.355, -0.366, -2.281
448.773, -4.466, 2.72, -0.661
448.798, -5.865, 2.305, 0.481
448.824, 2.022, 1.793, 0.075
448.851, 5.279, 1.541, 1.086
448.877, 5.131, 1.046, 2.03
448.902, 5.037, -0.649, 0.407
448.927, 5.046, -0.846, 0.551
448.953, 3.949, -0.042, 0.827
448.979, 2.72, 0.482, 0.884
449.004, -0.091, -0.074, 1.812
449.031, -0.103, -0.241, 2.365
449.057, -0.692, 1.612, 1.806
449.084, -5.161, 3.984, -0.329
449.109, -4.005, -0.035, 0.794
449.135, -6.461, -2.213, -3.092
449.162, -0.136, -0.637, -4.554
449.187, 2.008, 0.061, -2.528
449.213, 0.794, 2.707, -1.342
449.239, -1.41, 3.562, -0.787
449.265, -1.764, -1.613, -1.515
449.291, -1.562, -3.833, -1.52
449.317, 0.917, -2.321, -0.268
449.342, 4.865, 0.001, 0.639
449.369, 5.024, 0.067, 0.714
449.394, 3.872, -0.047, 0.871
449.419, 2.712, -0.59, 1.181
449.445, 1.53, 0.284, 0.846
449.471, 1.259, -0.564, 0.88
449.496, 0.853, -0.82, 1.653
449.522, 1.779, 0.213, 3.004
449.548, -0.607, -1.541, 2.235
449.574, -4.142, -1.821, 1.376
449.599, -4.285, 0.908, 2.287
449.626, -4.769, 5.763, -2.986
449.653, -1.011, -5.911, -5.587
449.678, 0.586, -6.561, -6.024
449.703, -2.358, -2.188, -3.704
449.728, -3.179, 2.353, -1.221
449.754, -5.545, 2.968, 0.127
449.78, -1.602, 1.967, 0.729
449.806, 4.605, 0.827, 0.391
449.832, 5.667, 0.968, 1.188
449.858, 4.468, -0.233, 1.334
449.884, 5.422, 0.177, 1.051
449.911, 4.213, 0.31, 1.29
449.938, 2.79, 0.174, 1.099
449.963, 0.773, 0.08, 1.296
449.989, 0.905, -0.069, 1.578
450.015, -0.184, 1.327, 1.983
450.041, -3.707, 1.86, 0.572
450.067, -5.493, -1.024, 0.536
450.093, -8.216, -3.591, -5.289
450.118, -3.595, -7.76, -3.55
450.144, 2.018, 1.103, -1.454
450.17, -0.78, 3.31, -2.423
450.196, -1.451, 3.173, -2.0
450.221, 0.07, 0.327, -2.339
450.247, -0.346, -2.615, -0.329
450.273, 1.086, -2.012, -0.036
450.299, 3.592, -1.402, 0.439
450.325, 4.319, -1.243, 0.112
450.351, 3.745, -1.431, 0.413
450.377, 3.133, -1.318, 0.514
450.402, 1.898, -0.359, 1.28
450.429, 0.937, -0.767, 1.436
450.456, 0.004, -1.22, 1.542
450.482, 0.647, -1.188, 2.517
450.508, -0.865, -1.302, 2.444
450.534, -3.735, -0.063, 2.248
450.56, -4.175, 2.286, 0.492
